original_text	translation_ko
Until the Soviet Player has placed 3 Influence Points on the Chinese Civil War space the Russian player subtracts an additional 1 when rolling for the resolution of the Korean War event.	소련 플레이어가 중국 내전 공간에 영향력 3점을 배치할 때까지, 소련 플레이어는 한국전쟁 이벤트 해결을 위한 주사위 굴림에서 추가로 1을 뺍니다.
<indent=1em>When</indent> Operations points are played in a Coup attempt, the phasing player moves his marker on the Military Operations track a number of spaces equal to the Operations value of the card. When a War Event card is played (e.g., <i>Arab-Israeli War, Korean War</i> etc.) the phasing player moves his marker the number of spaces designated by the event text.	<indent=1em>쿠데타</indent> 시도에 작전치를 사용하면, 현재 행동 플레이어는 군사작전 트랙에서 카드의 작전 값만큼 자신의 표시자를 이동시킵니다. 전쟁 이벤트 카드(예: <i>아랍-이스라엘 전쟁, 한국전쟁</i> 등)가 플레이될 때, 현재 행동 플레이어는 이벤트 텍스트에 지정된 칸 수만큼 표시자를 이동시킵니다.
PLAY NOTE: Cards are displayed in 3 ways, the Full card, an abbreviated Half Card, and as an Icon.  Both the Half Card and Icon can be expanded to read the Full Card Event text.	플레이 참고: 카드는 전체 카드, 축약된 반쪽 카드, 아이콘의 3가지 방식으로 표시됩니다. 반쪽 카드와 아이콘은 모두 확장하여 전체 카드 이벤트 텍스트를 읽을 수 있습니다.
Then they roll the die for a 4 and adds their Operations Number (3) to get a 7. They now subtract twice the value of Mexico's Stability Number (2x2=4) from this result to get a final total of 3.	그런 다음 주사위를 굴려 4가 나왔고, 자신의 작전치(3)를 더해 7이 됩니다. 여기서 멕시코의 안정도(2x2=4)의 두 배를 빼면 최종 합계 3이 됩니다.
DESIGN NOTE: The Space Race is your 'safety valve.' If you hold a card whose Event is a good one for your opponent, and you don't want the Event to occur, you can dump it on the Space Race (provided it has enough Operations points to qualify for an attempt to move forward).	디자인 참고: 우주경쟁은 여러분의 '안전판'입니다. 상대방에게 유리한 이벤트가 있는 카드를 보유하고 있고, 해당 이벤트가 발생하는 것을 원하지 않는다면, 우주경쟁에 버릴 수 있습니다(앞으로 이동 시도에 충분한 작전치가 있는 경우에 한해).
Upon reaching space 7 (Neutron Bombs), the player's opponent Coup attempts incur a -1 modifier to their die roll.\r	공간 7(중성자 폭탄)에 도달하면, 해당 플레이어의 상대는 쿠데타 시도 시 주사위 굴림에 -1 수정자가 적용됩니다.\r
<indent=1em>Influence </indent>markers may always be placed in any country that is adjacent (connected) to the phasing player's superpower space.	<indent=1em>영향력 </indent>표시자는 현재 행동 플레이어의 강대국 공간에 인접한(연결된) 모든 국가에 언제든지 배치할 수 있습니다.
<indent=1em>Many</indent> cards have an asterisk following their Event title. When these cards are played as Events, they are removed permanently from the game.	<indent=1em>많은</indent> 카드는 이벤트 제목 뒤에 별표(*)가 있습니다. 이 카드들이 이벤트로 플레이되면 게임에서 영구적으로 제거됩니다.
UK<br>Denmark<br>Israel<br>Zaire<br>Japan<br>Thailand<br>Nicaragua<br>Venezuela<br>Dominican Republic	영국<br>덴마크<br>이스라엘<br>자이르<br>일본<br>태국<br>니카라과<br>베네수엘라<br>도미니카 공화국
<color=white>MILITARY OPERATIONS (MilOPS):</color> the Required Military Operations marker is moved a number of spaces equal to the Operations value of the card.	<color=white>군사작전 (군사작전):</color> 필수 군사작전 표시자가 카드의 작전 값만큼 이동합니다.
<indent=1em>Each</indent> card has a symbol to indicate which superpower is associated with its Event, as follows:	<indent=1em>각</indent> 카드에는 해당 이벤트와 연관된 강대국을 나타내는 기호가 있으며, 다음과 같습니다:
<indent=1em>Move</indent> the Turn Marker to the next turn. If it is the end of turn 3, shuffle the Mid War cards into the draw deck. If it is the end of turn 7, shuffle the Late war cards into the draw deck.<br><br>	<indent=1em>턴</indent> 표시자를 다음 턴으로 이동합니다. 3턴이 끝나면 중전 카드를 뽑기 덱에 섞어 넣습니다. 7턴이 끝나면 후전 카드를 뽑기 덱에 섞어 넣습니다.<br><br>
<indent=1em>Battleground</indent> States: Battleground countries operate the same way as normal spaces but have special rules for scoring and coup attempts. Their country name background is highlighted in red for easy recognition.	<indent=1em>격전지</indent> 국가: 격전지 국가는 일반 공간과 동일하게 운영되지만, 점수 계산 및 쿠데타 시도에 특별 규칙이 적용됩니다. 국가 이름 배경이 빨간색으로 강조 표시되어 쉽게 알아볼 수 있습니다.
<indent=1em>DEFCON</indent> status measures nuclear tension in the game. The DEFCON level begins the game at its maximum 'peace' level of 5. It can go down and back up due to events and actions by the players, but if, at any point, it decreases to 1, the game ends immediately.	<indent=1em>데프콘</indent> 상태는 게임 내 핵 긴장 수준을 측정합니다. 데프콘 수준은 게임 시작 시 최대 '평화' 수준인 5에서 시작합니다. 이벤트 및 플레이어의 행동으로 인해 오르내릴 수 있지만, 어느 시점에서든 1로 낮아지면 게임은 즉시 종료됩니다.
<indent=1em>Coup</indent> attempts and war events are Military Operations. Realignment Rolls are not considered Military Operations.	<indent=1em>쿠데타</indent> 시도와 전쟁 이벤트는 군사작전입니다. 재편성 굴림은 군사작전으로 간주되지 않습니다.
<indent=30%>A. Improve DEFCON Status<br>B. Deal Cards<br>C. Headline Phase<br>D. Action Rounds<br>E. Check Military Operations Status<br>F. Reveal Held Card (Tournament only)<br>G. Flip 'The China Card'<br>H. Advance Turn Marker<br>I. Final Scoring (after Turn 10 only)	<indent=30%>A. 데프콘 상태 향상<br>B. 카드 배분<br>C. 헤드라인 단계<br>D. 행동 라운드<br>E. 군사작전 상태 확인<br>F. 보유 카드 공개 (토너먼트 전용)<br>G. '중국 카드' 뒤집기<br>H. 턴 표시자 전진<br>I. 최종 점수 계산 (10턴 이후에만)
<margin-right=7em>This is the number of Influence markers they may remove from/add to Mexico. First, the US would remove the 2 Soviet Influence markers, then place 1 USInfluence marker.	<margin-right=7em>이것은 플레이어가 멕시코에서 제거하거나 추가할 수 있는 영향력 표시자의 수입니다. 우선 미국은 소련 영향력 표시자 2개를 제거한 후, 미국 영향력 표시자 1개를 배치합니다.
This is the Turn Track Display at the start of the game.  There are 0 Victory Points, and it is the Headline Phase of Turn 1	이것은 게임 시작 시 턴 트랙 표시입니다. 승점은 0점이며, 1턴의 헤드라인 단계입니다.
<indent=1em>It </indent>costs one (1) Operations point to place an Influence marker in a country that is friendly-Controlled or uncontrolled. It costs two (2) Operations points to place an Influence marker in an enemy-Controlled country. If a country's Control status changes while placing Influence markers, additional markers placed during that Action Round are placed at the lower cost.<br><br>	<indent=1em>아군이 </indent>지배하거나 비지배 국가에 영향력 표시자를 배치하는 데 작전치 1점이 소모됩니다. 적군이 지배하는 국가에 영향력 표시자를 배치하는 데는 작전치 2점이 소모됩니다. 영향력 표시자를 배치하는 동안 국가의 지배 상태가 변경되면, 해당 행동 라운드에서 추가로 배치하는 표시자는 낮은 비용으로 배치됩니다.<br><br>
<indent=1em>Countries</indent> are connected to one another via the black, red and brown lines on the map. Brown lines represent connections within a region. Red dashed lines represent connections between countries in different regions. The black lines indicate connections between countries and superpowers. A country is considered adjacent to all other countries to which it is connected.	<indent=1em>국가들은</indent> 지도의 검정, 빨강, 갈색 선으로 서로 연결되어 있습니다. 갈색 선은 같은 지역 내 연결을 나타냅니다. 빨간 점선은 서로 다른 지역의 국가들 간의 연결을 나타냅니다. 검정 선은 국가와 강대국 간의 연결을 나타냅니다. 국가는 연결된 모든 다른 국가에 인접한 것으로 간주됩니다.
<indent=1em>"We</indent> go into space because whatever mankind must undertake, free men must fully share . . . I believe that this nation should commit itself to achieving the goal, before the decade is out, of landing a man on the moon and returning him safely to the earth."<br><align=right>—John F. Kennedy	<indent=1em>"우리가</indent> 우주로 나아가는 것은 인류가 반드시 해내야 할 일이라면 자유인들도 온전히 함께 해야 하기 때문입니다 . . . 나는 이 나라가 이 10년이 끝나기 전에 달에 인간을 착륙시키고 그를 안전하게 지구로 귀환시킨다는 목표를 달성하는 데 전념해야 한다고 믿습니다."<br><align=right>—존 F. 케네디
Upon reaching space 6 (Anti-Ballistic Missiles), once per turn the player may re-roll one of their Coup attempts, accepting the re-rolled result.	공간 6(탄도탄 요격 미사일)에 도달하면, 해당 플레이어는 턴당 한 번 자신의 쿠데타 시도 중 하나를 다시 굴릴 수 있으며, 다시 굴린 결과를 받아들여야 합니다.
<indent=1em>If</indent> a player uses a card for Operations points, and thereby triggers a War Event associated with his opponent, his opponent's Military marker is moved on the Military Operations track as directed by the Event text.	<indent=1em>플레이어가</indent> 카드를 작전치로 사용하여 상대방과 연관된 전쟁 이벤트를 발동시킬 경우, 상대방의 군사 표시자가 이벤트 텍스트에 지시된 대로 군사작전 트랙에서 이동합니다.
<indent=1em>Each</indent> space on the map represents a country or bloc of countries (hereafter simply called a country). Each country has a Stability Number representing the country's overall stability, independence and power.	<indent=1em>지도의</indent> 각 공간은 하나의 국가 또는 국가 블록(이하 단순히 '국가'라고 함)을 나타냅니다. 각 국가에는 해당 국가의 전반적인 안정성, 독립성 및 국력을 나타내는 안정도가 있습니다.
If a player reaches the final box in the Space Race, no more cards may be expended in the Space Race by that player for the remainder of the game.\n	플레이어가 우주경쟁의 마지막 칸에 도달하면, 해당 플레이어는 게임 나머지 동안 더 이상 우주경쟁에 카드를 사용할 수 없습니다.\n
<indent=1em>If the DEFCON level is lower than 5, add one to the DEFCON status (towards Peace).	<indent=1em>데프콘 수준이 5 미만이면, 데프콘 상태를 1 높입니다(평화 방향으로).
DESIGN NOTE: Being adjacent is not entirely a reflection of geography. Several countries that share physical boundaries do not have connections in the game. This is not a map error but is part of the mechanics of the game and the political situation of the times.	디자인 참고: 인접성은 지리적 현실을 완전히 반영하지는 않습니다. 실제로 국경을 맞대고 있는 국가들도 게임에서는 연결되어 있지 않을 수 있습니다. 이는 지도 오류가 아니라 게임 메커니즘과 당시의 정치적 상황을 반영한 것입니다.
•<indent=1em>The player has Influence points in the country greater than or equal to the country's Stability Number, and</indent><br>•<indent=1em>The player's Influence in the country exceeds his/her opponent's Influence in that country by at least the country's Stability Number.	•<indent=1em>해당 국가에서 플레이어의 영향력 점수가 국가의 안정도 이상이어야 하며,</indent><br>•<indent=1em>해당 국가에서 플레이어의 영향력이 상대방의 영향력보다 적어도 해당 국가의 안정도만큼 초과해야 합니다.
<indent=1em>When</indent> there are no cards remaining in the draw deck, all discards are reshuffled to form a new draw deck. Note that cards played as Events with an asterisk (*) are removed from the game when they are played, and are not shuffled into the new draw deck.	<indent=1em>뽑기</indent> 덱에 카드가 남아 있지 않으면, 모든 버린 카드를 다시 섞어 새 뽑기 덱을 만듭니다. 별표(*)가 있는 이벤트로 플레이된 카드는 플레이 시 게임에서 영구 제거되며, 새 뽑기 덱에 섞이지 않습니다.
<color=white>PURPOSE:</color> Reduce enemy Influence in a country.	<color=white>목적:</color> 한 국가에서 적의 영향력을 줄입니다.
<indent=1em>The</indent> effects of these special abilities are immediate and cumulative.	<indent=1em>이러한</indent> 특수 능력의 효과는 즉각적이며 누적됩니다.
<color=white>MODIFIERS:</color><br>+1 for each controlled adjacent country<br>+1 if adjacent to rolling player's superpower<br>+1 if rolling player has more influence in target country than opponent	<color=white>수정자:</color><br>+1 지배하는 인접 국가 하나당<br>+1 굴림 플레이어의 강대국에 인접한 경우<br>+1 굴림 플레이어가 목표 국가에서 상대보다 영향력이 더 많을 경우
PLAY NOTE: The region scoring button will display an icon to remind you that no Realignment or Coups are permitted.	플레이 참고: 지역 점수 버튼에 재편성이나 쿠데타가 허용되지 않음을 상기시키는 아이콘이 표시됩니다.
<color=white>PURPOSE:</color> To increase Influence in a country.	<color=white>목적:</color> 한 국가에서 영향력을 증가시킵니다.
France (3/1)<br>Egypt (1/0)<br>Burma (0/1)\n	프랑스 (3/1)<br>이집트 (1/0)<br>버마 (0/1)\n
<indent=1em>Victory</indent> Points may be scored due to your opponent's failure to perform the number of required military operations during the turn.	<indent=1em>승점은</indent> 상대방이 해당 턴 동안 필수 군사작전 횟수를 수행하지 못한 경우에도 획득할 수 있습니다.
<indent=1em>You</indent> may place Influence in any adjacent country you already have Influence in at the start of your placing Influence. Adjacent countries are highlight as below:	<indent=1em>영향력</indent> 배치를 시작할 때 이미 영향력을 보유하고 있는 모든 인접 국가에 영향력을 배치할 수 있습니다. 인접 국가는 아래와 같이 강조 표시됩니다:
<indent=1em>The</indent> DEFCON status may never Improve above 5. Any event that would Improve the DEFCON status above 5 has no DEFCON effect.	<indent=1em>데프콘</indent> 상태는 5 이상으로 향상될 수 없습니다. 데프콘 상태를 5 이상으로 향상시키는 이벤트는 데프콘에 아무런 효과가 없습니다.
<indent=1em>The</indent> consequences of the DEFCON status levels are on the DEFCON Track, and are reproduced here:\n	<indent=1em>데프콘</indent> 수준별 결과는 데프콘 트랙에 표시되어 있으며, 여기에 재현됩니다:\n
<color=red>EXAMPLE:</color> The US player uses the 'Arab-Israeli War' card for Operations points, thereby also triggering the War Event (as it is associated with the Soviet Union player). In addition to the Event taking place as directed on the card, the USSR player moves his Military Operations marker two spaces on the Military Operations track.	<color=red>예시:</color> 미국 플레이어가 '아랍-이스라엘 전쟁' 카드를 작전치로 사용하면, 이로 인해 전쟁 이벤트(소련 플레이어와 연관되어 있으므로)도 발동됩니다. 카드에 지시된 대로 이벤트가 발생하는 것 외에도, 소련 플레이어는 군사작전 트랙에서 군사작전 표시자를 두 칸 이동시킵니다.
Romania (1/3)\r<br>South Africa (2/1)\r<br>Peru (2/1)\r	루마니아 (1/3)\r<br>남아프리카 (2/1)\r<br>페루 (2/1)\r
Once per turn you may re-roll one of your coup attempts, accepting\nthe re-rolled result	턴당 한 번 쿠데타 시도 중 하나를 다시 굴릴 수 있으며,\n다시 굴린 결과를 받아들여야 합니다
<color=red>EXAMPLE:</color> The USSR player successfully reaches space 2. He may play a second Space Race Card during his next Action Round. If the USSR player reached space 4 before the US player had reached space 2, the USSR player could play two Space Race cards per turn, and require the US Player to show his Headline Phase event before selecting his own.	<color=red>예시:</color> 소련 플레이어가 공간 2에 성공적으로 도달했습니다. 소련 플레이어는 다음 행동 라운드에 우주경쟁 카드를 한 장 더 플레이할 수 있습니다. 소련 플레이어가 미국 플레이어보다 먼저 공간 4에 도달했다면, 소련 플레이어는 턴당 우주경쟁 카드를 두 장 플레이할 수 있고, 미국 플레이어는 자신의 헤드라인 단계 이벤트를 선택하기 전에 공개해야 합니다.
<color=white>MODIFIERS:</color><br>+1<indent=1.5em>for each controlled adjacent country</indent><br>+1<indent=1.5em>if adjacent to rolling player's superpower</indent><br>+1<indent=1.5em>if rolling player has more influence in target country than opponent	<color=white>수정자:</color><br>+1<indent=1.5em>지배하는 인접 국가 하나당</indent><br>+1<indent=1.5em>굴림 플레이어의 강대국에 인접한 경우</indent><br>+1<indent=1.5em>굴림 플레이어가 목표 국가에서 상대보다 영향력이 더 많을 경우
<indent=1em>At</indent> the end of turn 10, perform Final Scoring as described in the Scoring rules.<br><br>	<indent=1em>10턴이</indent> 끝날 때, 점수 규칙에 설명된 대로 최종 점수 계산을 수행합니다.<br><br>
•<indent=1em>Turn at 8</indent><br>\r•<indent=1em>DEFCON at 4</indent><br>\r•<indent=1em>Space Race: Soviet at Man in Earth Orbit; US at Eagle has Landed</indent><br>\r•<indent=1em>VP at –4	•<indent=1em>8턴</indent><br>\r•<indent=1em>데프콘 4</indent><br>\r•<indent=1em>우주경쟁: 소련 지구 궤도의 인간; 미국 독수리의 착륙</indent><br>\r•<indent=1em>승점 –4
<indent=1em>There</indent> are two spaces on the map representing the geographic locations of the United States and the Soviet Union. They are out of play for Influence Markers, but provide the same benefits as "adjacent controlled countries" for the purposes of events and realignments.	<indent=1em>지도에는</indent> 미국과 소련의 지리적 위치를 나타내는 두 개의 공간이 있습니다. 이 공간들은 영향력 표시자 배치 대상이 아니지만, 이벤트 및 재편성 목적으로 "인접 지배 국가"와 동일한 혜택을 제공합니다.
Upon reaching space 6 (Eagle/Bear has Landed), the player may discard their Held Card at the end of the turn.	공간 6(독수리/곰의 착륙)에 도달하면, 해당 플레이어는 턴이 끝날 때 보유 카드를 버릴 수 있습니다.
<indent=1em>The</indent> Soviet Union must place three Influence on the Chinese Civil War space to Control it. Soviet Influence is placed in the Chinese Civil War space according to the rules for placing influence in countries. If the China card remains unclaimed throughout the game, no player receives the victory point for possession of the China Card during end game scoring.	<indent=1em>소련은</indent> 중국 내전 공간을 지배하려면 영향력 3점을 배치해야 합니다. 소련 영향력은 국가에 영향력을 배치하는 규칙에 따라 중국 내전 공간에 배치됩니다. 중국 카드가 게임 내내 어느 플레이어에게도 소유되지 않으면, 게임 종료 점수 계산 시 중국 카드 소지에 대한 승점을 받는 플레이어가 없습니다.
After Turn 10 final scoring or if US plays WARGAMES event, US must have 20+ VP or Soviet player wins.	10턴 최종 점수 계산 후 또는 미국이 전쟁게임 이벤트를 플레이하면, 미국은 승점 20점 이상을 보유해야 하며 그렇지 않으면 소련 플레이어가 승리합니다.
<indent=1em>Influence </indent>markers are treated like cash. Players may 'break' a large denomination into smaller denominations at any time. Additionally, the number of Influence markers included in the game is not an absolute limit. Small poker chips, coins or wooden blocks can be utilized to substitute in the event of a marker shortage.	<indent=1em>영향력 </indent>표시자는 현금처럼 취급됩니다. 플레이어는 언제든지 큰 단위를 작은 단위로 '교환'할 수 있습니다. 또한 게임에 포함된 영향력 표시자의 수는 절대적인 한계가 아닙니다. 표시자가 부족할 경우 작은 포커 칩, 동전 또는 나무 블록으로 대체할 수 있습니다.
<indent=1em>Each</indent> player receives enough cards to bring their total hand size to 8 on turns 1-3. On turns 4-10, players should receive enough cards to bring their total hand size to 9. 'The China Card' is never included in this total.	<indent=1em>각</indent> 플레이어는 1-3턴에 총 패 크기가 8장이 되도록 충분한 카드를 받습니다. 4-10턴에는 총 패 크기가 9장이 되도록 충분한 카드를 받습니다. '중국 카드'는 이 합계에 포함되지 않습니다.
<indent=1em>Cards</indent> that are discarded (not permanently removed from the game) are placed in a face up pile adjacent to the draw pile.	<indent=1em>버린</indent> 카드(게임에서 영구 제거되지 않은 카드)는 뽑기 더미 옆에 앞면이 위로 향한 채 쌓아 놓습니다.
To U.S.A.	미국으로
Domin. Rep.	도미니카 공화국
Dominican Republic	도미니카 공화국
Nuclear Warheads Available: 53,430\n	Nuclear Warheads Available: 53,430\n
Nuclear Warheads Available: 53,	Nuclear Warheads Available: 53,
Nuclear Warheads Available: 53	Nuclear Warheads Available: 53
Resolution 1600x1024, 60Hz	Resolution 1600x1024, 60Hz
"I am a Marxist-Leninist and I w	"I am a Marxist-Leninist and I w
"I am a Marxist-Leninist and I will be 	"I am a Marxist-Leninist and I will be
"I am a Marxist-Leninist and I will be one unti	"I am a Marxist-Leninist and I will be one unti
"I am a Marxist-Leninist and I will be one until the l	"I am a Marxist-Leninist and I will be one until the l
"I am a Marxist-Leninist and I will be one until the last day 	"I am a Marxist-Leninist and I will be one until the last day
"I am a Marxist-Leninist and I will be one until the last day of my l	"I am a Marxist-Leninist and I will be one until the last day of my l
"I am a Marxist-Leninist and I will be one until the last day of my life." - 	"I am a Marxist-Leninist and I will be one until the last day of my life." -
"I am a Marxist-Leninist and I will be one until the last day of my life." - FIDEL CA	"I am a Marxist-Leninist and I will be one until the last day of my life." - FIDEL CA
"I am a Marxist-Leninist and 	"I am a Marxist-Leninist and
"I am a Marxist-Leninist and I will b	"I am a Marxist-Leninist and I will b
"I am a Marxist-Leninist and I will be one u	"I am a Marxist-Leninist and I will be one u
"I am a Marxist-Leninist and I will be one until the	"I am a Marxist-Leninist and I will be one until the
The People’s Republic of China played a pivotal role during the Cold War. While the PRC’s influence was largely limited to satellites in Asia, the country was important to the uneasy balance of power that ultimately descended upon the post-WWII world. While beginning as an ally of the USSR, China became a counter-balance to the Soviet Influence in Asia during the later stages of the Cold War.	중화인민공화국은 냉전 기간 동안 중추적인 역할을 했습니다. 중화인민공화국의 영향력은 주로 아시아의 위성국들에 한정되었지만, 2차 세계대전 이후 세계에 드리운 불안한 세력 균형에 중요한 역할을 했습니다. 소련의 동맹국으로 시작하였으나, 중국은 냉전 후반기에 아시아에서 소련의 영향력에 대한 균형추가 되었습니다.
Some Cold War historians view the entire struggle, costing millions of lives, untold trillions of dollars, and conflict around the globe, as a struggle for the future of Germany. While that view may be too myopic, it is clear that Europe always remained in the forefront of strategy and emphasis. Defeat in Europe ultimately meant defeat in the Cold War.	일부 냉전 역사가들은 수백만 명의 목숨과 헤아릴 수 없는 수조 달러, 그리고 전 세계적인 분쟁을 야기한 이 전체 투쟁을 독일의 미래를 위한 싸움으로 봅니다. 그러한 시각이 지나치게 근시안적일 수 있지만, 유럽이 항상 전략과 중점의 최전선에 있었다는 것은 분명합니다. 유럽에서의 패배는 결국 냉전에서의 패배를 의미했습니다.
"I am a Marxist-Leninist 	"I am a Marxist-Leninist
"I am a Marxist-Leninist a	"I am a Marxist-Leninist a
"I am a Marxist-Leninist and I wil	"I am a Marxist-Leninist and I wil
Click drop down to\nselect game type\npreferences.	드롭다운을 클릭하여\n게임 유형\n환경설정을 선택합니다.
Select India or a country in Africa, Southeast Asia, the Middle East, or South America with at least 2 US and<br>2 USSR Influence.\n\nRemove all Influence from that country, then take the next four cards from the top of the draw pile and put them in the discard pile (reshuffling if necessary).	미국 영향력 2 이상과<br>소련 영향력 2 이상이 있는 인도 또는 아프리카, 동남아시아, 중동, 남아메리카의 국가를 선택합니다.\n\n해당 국가에서 모든 영향력을 제거한 후, 뽑기 더미 맨 위에서 카드 4장을 가져와 버린 더미에 놓습니다(필요시 재섞기).
If the USSR holds the China Card, reset US Military Operations to zero.<br><br>If playing with the Chinese Civil War variant, this card cannot be played if Chinese Civil War is still in effect.	소련이 중국 카드를 보유하고 있으면, 미국의 군사작전을 0으로 초기화합니다.<br><br>중국 내전 변형 규칙을 사용 중이라면, 중국 내전이 아직 진행 중인 경우 이 카드를 플레이할 수 없습니다.
Play this card simultaneously with a card containing your opponent's associated Event. The Event is canceled, but you<br>may use its Operations value to Conduct Operations. Place the canceled Event<br>card in the discard pile.<br><br>May not be played during Headline Phase.	상대방과 연관된 이벤트가 있는 카드와 동시에 이 카드를 플레이합니다. 이벤트는 취소되지만, 해당 카드의<br>작전 값을 작전 수행에 사용할 수 있습니다. 취소된 이벤트<br>카드를 버린 더미에 놓습니다.<br><br>헤드라인 단계에서는 플레이할 수 없습니다.
Add one US Influence in each of seven<br>non-USSR Controlled Western<br>European Countries.<br><br><i>Allows play of "NATO"</i>.	소련이 지배하지 않는 서유럽<br>국가 7개 각각에 미국 영향력을 1씩<br>추가합니다.<br><br><i>"NATO" 플레이 허용</i>.
Play in Headline Phase to cancel USSR Headline event, including Scoring Card.<br><br>Place the canceled Event card in the Discard Pile.<br><br>If <i>"Defectors"</i> played by USSR during Soviet action round, US gains 1 VP (unless played on the Space Race).	헤드라인 단계에서 플레이하여 점수 카드를 포함한 소련의 헤드라인 이벤트를 취소합니다.<br><br>취소된 이벤트 카드를 버린 더미에 놓습니다.<br><br>소련이 자신의 행동 라운드에 <i>"망명자"</i>를 플레이하면, 미국이 승점 1점을 획득합니다(우주경쟁에 사용한 경우 제외).
Taiwan shall be treated as a Battleground country for scoring purposes, if the US controls Taiwan when the Asia Scoring Card is played or during Final Scoring at the end of Turn 10. Taiwan is not a Battleground country for any other game purpose.<br><br><font="TIMESI SDF">This card's effect is cancelled after the US play of "The China Card"</font>.	아시아 점수 카드가 플레이될 때 또는 10턴 종료 시 최종 점수 계산 시 미국이 대만을 지배하고 있다면, 대만은 점수 계산 목적에서 격전지 국가로 취급됩니다. 대만은 그 밖의 다른 게임 목적에서는 격전지 국가가 아닙니다.<br><br><font="TIMESI SDF">이 카드의 효과는 미국이 "중국 카드"를 플레이한 후 취소됩니다</font>.
Remove all US Influence from four countries in Eastern Europe, or add 5 USSR Influence in Eastern Europe, adding no more than 2 per country.<br><br><i>Allows play of "NATO"</i>.	동유럽 4개국에서 미국 영향력을 모두 제거하거나, 동유럽에 소련 영향력을 5 추가합니다(국가당 최대 2 이하).<br><br><i>"NATO" 플레이 허용</i>.
Add 3 US Influence in East Germany.<br>Then US may make a free Coup attempt or Realignment rolls in Europe using this card's Ops Value.<br><i>Cancels/Prevents "Willy Brandt".</i>	동독에 미국 영향력 3을 추가합니다.<br>그런 다음 미국은 이 카드의 작전 값을 사용하여 유럽에서 무료 쿠데타 시도 또는 재편성 굴림을 수행할 수 있습니다.<br><i>"빌리 브란트" 취소/방지.</i>
US gains 1 VP.<br><br><i>Cancels/Prevents "Flower Power".</i>	미국이 승점 1점을 획득합니다.<br><br><i>"꽃의 힘" 취소/방지.</i>
Nixon Plays<br>the China Card*	닉슨,<br>중국 카드를 플레이하다*
Improve DEFCON two levels.<br><br>Both players incur -1 die roll modifier on Coup attempts for the rest of the turn.<br><br>Player may sort through discard pile and reclaim one non-scoring card, after revealing it to their opponent.	데프콘을 두 단계 향상시킵니다.<br><br>두 플레이어 모두 나머지 턴 동안 쿠데타 시도 시 주사위 굴림에 -1 수정자가 적용됩니다.<br><br>플레이어는 버린 더미를 살펴보고, 상대에게 공개한 후 비점수 카드 1장을 회수할 수 있습니다.
Add 3 Influence in Poland.<br><br><i>Playable as an event only if "John Paul II Elected Pope" is in effect.</i>	폴란드에 영향력 3을 추가합니다.<br><br><i>"요한 바오로 2세 교황 선출"이 효력 중일 때만 이벤트로 플레이 가능합니다.</i>
USSR gains 1 VP.<br><br>USSR receives 1 Influence in West Germany.<br><br><i>Cancels "NATO" for West Germany.<br><br>This event is unplayable and/or canceled by "Tear Down This Wall".</i>	소련이 승점 1점을 획득합니다.<br><br>소련이 서독에 영향력 1을 받습니다.<br><br><i>서독에 대한 "NATO"를 취소합니다.<br><br>이 이벤트는 "이 장벽을 허물어라"에 의해 플레이 불가 및/또는 취소됩니다.</i>
Remove 2 US Influence in France,<br>add 1 USSR Influence.<br><br><i>Cancels effects of "NATO" for France.</i>.	프랑스에서 미국 영향력 2를 제거하고,<br>소련 영향력 1을 추가합니다.<br><br><i>프랑스에 대한 "NATO"의 효과를 취소합니다.</i>.
US Player reveals his hand. Then the USSR may Conduct Operations as if they played a 1 Op card.	미국 플레이어가 자신의 패를 공개합니다. 그런 다음 소련은 작전치 1 카드를 플레이한 것처럼 작전을 수행할 수 있습니다.
North Korea invades South Korea. Roll one die and subtract 1 for every US Controlled country adjacent to South Korea. USSR Victory on modified die roll 4-6.<br>USSR adds 2 to Military Ops Track.<br><br><b>Effects of Victory:</b> USSR gains 2 VP and replaces all US Influence in South Korea with USSR Influence.	북한이 남한을 침공합니다. 주사위를 한 번 굴리고 남한에 인접한 미국 지배 국가마다 1을 뺍니다. 수정된 주사위 굴림 4-6에서 소련이 승리합니다.<br>소련은 군사작전 트랙에 2를 추가합니다.<br><br><b>승리 효과:</b> 소련이 승점 2점을 획득하고 남한의 모든 미국 영향력을 소련 영향력으로 교체합니다.
US receives 2 Influence in Saudi Arabia.<br><br><font="TIMESI SDF">"Muslim Revolution" may no longer be played as an event.</font>	미국이 사우디아라비아에 영향력 2를 받습니다.<br><br><font="TIMESI SDF">"이슬람 혁명"은 더 이상 이벤트로 플레이할 수 없습니다.</font>
US takes Operations as if this card were played as Operations. USSR must play\na scoring card on its next Action Round if it holds one; if no scoring card is in the USSR hand, the USSR forfeits its next Action Round.	미국은 이 카드가 작전으로 플레이된 것처럼 작전을 수행합니다. 소련은 점수 카드를 보유하고 있다면 다음 행동 라운드에\n반드시 점수 카드를 플레이해야 합니다. 소련 패에 점수 카드가 없다면 소련은 다음 행동 라운드를 포기합니다.
